GRIDCODE,ANN_DNI,longitude,latitude
95054905,3.6369456621,-95.04999999999998,49.04999999999998
123054855,3.6065093607,-123.05,48.55
122554855,3.2621248858,-122.55,48.55
122054855,3.0498383562,-122.05,48.550000000000004
121554855,3.4832726027,-121.55,48.55
121054855,2.6106908676,-121.05,48.550000000000004
120554855,3.465159589,-120.55,48.55
120054855,5.0438625571,-120.04999999999998,48.55
119554855,4.5722447489,-119.55,48.550000000000004
119054855,4.6513732877,-119.04999999999998,48.550000000000004
118554855,4.7404365297,-118.55,48.55
118054855,4.6290563927,-118.05,48.55
117554855,4.7352283105,-117.55,48.55
117054855,4.417853653,-117.05,48.55
116554855,4.5605760274,-116.54999999999998,48.54999999999999
116054855,4.5700349315,-116.05,48.550000000000004
115554855,4.5872952055,-115.54999999999998,48.55
115054855,4.6920650685,-115.05,48.55
114554855,4.4334621005,-114.54999999999998,48.54999999999999
114054855,4.3649139269,-114.05,48.55
113554855,3.7000792237,-113.54999999999998,48.55
113054855,4.83108379,-113.05,48.55
112554855,4.9824148402,-112.54999999999998,48.55
112054855,4.9110842466,-112.04999999999998,48.55
111554855,4.8871472603,-111.54999999999998,48.55
111054855,4.95273379,-111.04999999999998,48.55
110554855,5.0211972603,-110.54999999999998,48.55
110054855,4.7437468037,-110.04999999999998,48.55
109554855,4.7186086758,-109.55,48.55
109054855,4.7658141553,-109.04999999999998,48.55
108554855,4.8591577626,-108.55,48.55
108054855,4.8640342466,-108.04999999999998,48.55
107554855,4.8025383562,-107.54999999999998,48.55
107054855,4.6394022831,-107.05,48.550000000000004
106554855,4.5209114155,-106.54999999999998,48.55
106054855,4.5239936073,-106.04999999999998,48.55
105554855,4.4808559361,-105.54999999999998,48.55
105054855,4.4540739726,-105.05,48.55
104554855,4.6257164384,-104.54999999999998,48.55
104054855,4.4399835616,-104.05,48.55
103554855,4.3787152968,-103.54999999999998,48.55
103054855,4.273163242,-103.04999999999998,48.55
102554855,4.2218077626,-102.55,48.550000000000004
102054855,4.1968385845,-102.04999999999998,48.55
101554855,4.1765803653,-101.54999999999998,48.55
101054855,4.2832707763,-101.04999999999998,48.55
100554855,4.2133687215,-100.55,48.550000000000004
100054855,4.1923381279,-100.04999999999998,48.55
99554855,4.1569392694,-99.55,48.55
99054855,4.1287732877,-99.04999999999998,48.55
98554855,4.0407458904,-98.54999999999998,48.55
98054855,3.9994988584,-98.04999999999998,48.55
97554855,4.1594223744,-97.54999999999998,48.55
97054855,3.9861993151,-97.05,48.54999999999999
96554855,3.9638280822,-96.54999999999998,48.55
96054855,3.8957472603,-96.05,48.55
95554855,4.0099550228,-95.55,48.550000000000004
95054855,4.091036758,-95.04999999999998,48.55
94554855,4.0516968037,-94.54999999999998,48.55
94054855,4.074103653,-94.04999999999998,48.55
93554855,3.839280137,-93.54999999999998,48.55
93054855,3.7059175799,-93.04999999999998,48.55
124554805,2.8182461187,-124.54999999999998,48.05000000000001
124054805,3.1454509132,-124.05,48.05000000000001
123554805,3.439309589,-123.54999999999998,48.05000000000001
123054805,3.1190022831,-123.05,48.05000000000001
122554805,3.2308310502,-122.55,48.05000000000001
122054805,3.0500136986,-122.05,48.05000000000001
121554805,3.123143379,-121.55,48.05000000000001
121054805,2.6712333333,-121.04999999999998,48.050000000000004
120554805,4.7922045662,-120.55,48.05000000000001
120054805,4.7973164384,-120.04999999999998,48.05000000000001
119554805,4.8279251142,-119.55,48.050000000000026
119054805,4.7992495434,-119.04999999999998,48.05000000000001
118554805,5.0925513699,-118.55,48.05000000000001
118054805,5.0085237443,-118.05,48.05000000000001
117554805,4.7381484018,-117.55,48.05000000000001
117054805,4.7580538813,-117.05,48.05000000000001
116554805,4.6957232877,-116.54999999999998,48.05000000000001
116054805,4.37621621,-116.05,48.05000000000001
115554805,4.0973212329,-115.54999999999998,48.05000000000001
115054805,4.6640009132,-115.05,48.05000000000002
114554805,4.6041077626,-114.54999999999998,48.05000000000001
114054805,4.5326358447,-114.05,48.05000000000001
113554805,4.1135618721,-113.54999999999998,48.05000000000001
113054805,4.1578705479,-113.05,48.05000000000001
112554805,4.8652086758,-112.54999999999998,48.05000000000001
112054805,4.8932799087,-112.04999999999998,48.05000000000001
111554805,4.8630954338,-111.54999999999998,48.05000000000001
111054805,4.8765089041,-111.04999999999998,48.05000000000001
110554805,5.0069283105,-110.54999999999998,48.05000000000001
110054805,4.8311607306,-110.04999999999998,48.05000000000001
109554805,5.0412481735,-109.55,48.05000000000001
109054805,4.9475109589,-109.04999999999998,48.05000000000001
108554805,4.9022755708,-108.55,48.05000000000001
108054805,4.9116757991,-108.04999999999998,48.05000000000001
107554805,4.8065458904,-107.54999999999998,48.05000000000001
107054805,4.7921598174,-107.05,48.05000000000002
106554805,4.7596187215,-106.54999999999998,48.05000000000001
106054805,4.6697623288,-106.05,48.05000000000001
105554805,4.658176484,-105.54999999999998,48.05000000000001
105054805,4.5946230594,-105.05,48.05000000000001
104554805,4.6935803653,-104.54999999999998,48.05000000000001
104054805,4.6447493151,-104.05,48.05000000000001
103554805,4.4971609589,-103.55,48.05000000000001
103054805,4.4824947489,-103.05,48.05000000000001
102554805,4.4427525114,-102.54999999999998,48.05000000000001
102054805,4.3680636986,-102.04999999999998,48.05000000000001
101554805,4.2632856164,-101.55,48.05000000000001
101054805,4.2977767123,-101.04999999999998,48.05000000000001
100554805,4.2866557078,-100.55,48.05000000000001
100054805,4.240909589,-100.05,48.05000000000002
99554805,4.2114584475,-99.55,48.05000000000001
99054805,3.9321114155,-99.05,48.05000000000002
98554805,4.0859305936,-98.54999999999998,48.05000000000001
98054805,4.1201260274,-98.05,48.05000000000001
97554805,4.0507107306,-97.54999999999998,48.05000000000001
97054805,4.0008611872,-97.04999999999998,48.05000000000001
96554805,3.9155050228,-96.54999999999998,48.05000000000001
96054805,3.8573671233,-96.05,48.05000000000001
95554805,3.9144038813,-95.54999999999998,48.05000000000002
95054805,3.8073547945,-95.04999999999998,48.05000000000001
94554805,4.051133105,-94.54999999999998,48.05000000000002
94054805,4.2115374429,-94.04999999999998,48.05000000000001
93554805,4.0961273973,-93.54999999999998,48.05000000000001
93054805,4.0980593607,-93.04999999999998,48.05000000000001
92554805,4.0677924658,-92.54999999999998,48.05000000000001
92054805,4.0027150685,-92.04999999999998,48.05000000000001
91554805,3.7355180365,-91.55,48.05000000000001
91054805,4.0292888128,-91.04999999999998,48.05000000000001
90554805,3.9233182648,-90.54999999999998,48.05000000000001
90054805,4.0907324201,-90.04999999999998,48.05000000000001
89554805,4.0091465753,-89.54999999999998,48.05000000000001
89054805,3.9582767123,-89.04999999999998,48.05000000000001
88554805,3.7263178082,-88.54999999999998,48.050000000000004
88054805,3.8187408676,-88.04999999999998,48.05000000000001
124554755,2.9355130137,-124.54999999999998,47.55000000000003
124054755,3.0457534247,-124.05,47.550000000000026
123554755,3.4025888128,-123.54999999999998,47.55000000000001
123054755,3.4609333333,-123.05,47.550000000000026
122554755,3.2421296804,-122.55,47.550000000000026
122054755,3.0194219178,-122.05,47.55000000000003
121554755,3.0259077626,-121.55,47.550000000000026
121054755,4.0523522831,-121.05,47.55000000000002
120554755,4.5817445205,-120.55,47.550000000000026
120054755,4.9140543379,-120.04999999999998,47.550000000000026
119554755,5.0442255708,-119.55,47.55000000000003
119054755,5.0923865297,-119.04999999999998,47.550000000000026
118554755,5.1184573059,-118.55,47.550000000000026
118054755,4.9218842466,-118.05,47.55000000000003
117554755,4.7691171233,-117.55,47.55000000000003
117054755,4.5235863014,-117.05,47.550000000000026
116554755,4.6426328767,-116.54999999999998,47.55000000000003
116054755,4.391089726,-116.05,47.55000000000002
115554755,4.7194557078,-115.54999999999998,47.550000000000026
115054755,4.6862335616,-115.05,47.55000000000004
114554755,4.7122196347,-114.55,47.55000000000002
114054755,4.4609013699,-114.05,47.55000000000003
113554755,4.0079942922,-113.54999999999998,47.55000000000001
113054755,4.2981691781,-113.05,47.55000000000003
112554755,5.11291621,-112.54999999999998,47.550000000000026
112054755,5.1531545662,-112.04999999999998,47.550000000000026
111554755,5.0651833333,-111.54999999999998,47.550000000000026
111054755,4.764443379,-111.04999999999998,47.55000000000003
110554755,4.6360363014,-110.54999999999998,47.55000000000003
110054755,4.8641550228,-110.04999999999998,47.55000000000001
109554755,4.8935287671,-109.55,47.55000000000001
109054755,4.9901038813,-109.05,47.55000000000003
108554755,4.9857100457,-108.55,47.550000000000026
108054755,5.0822965753,-108.05,47.550000000000026
107554755,4.9764952055,-107.54999999999998,47.550000000000026
107054755,4.9638226027,-107.04999999999998,47.550000000000026
106554755,4.8871461187,-106.54999999999998,47.55000000000001
106054755,4.87718379,-106.04999999999998,47.55000000000003
105554755,4.8940184932,-105.55,47.550000000000026
105054755,4.840546347,-105.05,47.550000000000026
104554755,4.952202968,-104.54999999999998,47.550000000000026
104054755,4.7914438356,-104.05,47.55000000000001
103554755,4.7456748858,-103.54999999999998,47.550000000000026
103054755,4.7204399543,-103.05,47.55000000000002
102554755,4.6117575342,-102.54999999999998,47.550000000000026
102054755,4.2553815068,-102.05,47.55000000000001
101554755,4.2745863014,-101.55,47.550000000000026
101054755,4.3368280822,-101.04999999999998,47.550000000000026
100554755,4.3119929224,-100.55,47.550000000000026
100054755,4.2512166667,-100.05,47.550000000000026
99554755,4.3982324201,-99.55,47.55000000000002
99054755,4.2573659817,-99.05,47.55000000000004
98554755,4.1274858447,-98.54999999999998,47.550000000000026
98054755,4.101046347,-98.04999999999998,47.550000000000026
97554755,4.0440020548,-97.54999999999998,47.55000000000003
97054755,4.0320196347,-97.05,47.55000000000001
96554755,3.9473885845,-96.54999999999998,47.55000000000003
96054755,3.9624047945,-96.05,47.550000000000026
95554755,4.0414728311,-95.55,47.55000000000003
95054755,4.1022819635,-95.05,47.550000000000026
94554755,4.16665,-94.54999999999998,47.55000000000003
94054755,3.8820543379,-94.04999999999998,47.550000000000026
93554755,4.0531474886,-93.55,47.55000000000001
93054755,4.069646347,-93.04999999999998,47.55000000000003
92554755,3.9643703196,-92.55,47.55000000000001
92054755,3.9562819635,-92.04999999999998,47.550000000000026
91554755,4.1559308219,-91.55,47.55000000000003
91054755,4.2825013699,-91.05,47.55000000000002
90554755,4.1586675799,-90.54999999999998,47.550000000000026
90054755,4.2680936073,-90.04999999999998,47.550000000000026
89554755,3.9395885845,-89.55,47.55000000000002
89054755,3.9264246575,-89.04999999999998,47.55000000000002
88554755,3.8218360731,-88.54999999999998,47.55000000000003
88054755,3.7520817352,-88.04999999999998,47.550000000000026
87554755,3.6762175799,-87.54999999999998,47.550000000000026
124554705,3.0374865297,-124.54999999999998,47.05
124054705,3.0708910959,-124.05,47.05
123554705,2.8859815068,-123.54999999999998,47.05
123054705,3.1166936073,-123.05,47.05
122554705,3.0298623288,-122.55,47.05
122054705,3.0290769406,-122.05,47.05
121554705,3.5818381279,-121.55,47.05
121054705,4.7409022831,-121.04999999999998,47.05
120554705,4.8498052511,-120.55,47.05
120054705,5.1756011416,-120.04999999999998,47.05
119554705,5.30701621,-119.55,47.05
119054705,5.3520390411,-119.04999999999998,47.05
118554705,5.2352700913,-118.55,47.05
118054705,5.14741621,-118.05,47.05
117554705,4.964753653,-117.55,47.05
117054705,4.770552968,-117.05,47.05
116554705,4.6797194064,-116.54999999999998,47.050000000000004
116054705,4.8378045662,-116.05,47.05
115554705,4.6695406393,-115.54999999999998,47.04999999999999
115054705,4.6694509132,-115.05,47.050000000000004
114554705,4.8497431507,-114.54999999999998,47.05
114054705,4.9126285388,-114.05,47.05000000000002
113554705,4.5934394977,-113.55,47.05
113054705,4.6267805936,-113.05,47.05
112554705,5.0111203196,-112.54999999999998,47.05
112054705,5.0686143836,-112.04999999999998,47.04999999999999
111554705,4.8494013699,-111.54999999999998,47.04999999999999
111054705,4.8128659817,-111.05,47.04999999999999
110554705,4.6774648402,-110.54999999999998,47.050000000000004
110054705,4.6252956621,-110.04999999999998,47.05
109554705,4.4983563927,-109.55,47.05
109054705,4.849252968,-109.05,47.05
108554705,4.9209098174,-108.55,47.050000000000004
108054705,4.9775926941,-108.04999999999998,47.05
107554705,5.0727509132,-107.54999999999998,47.05
107054705,5.0976356164,-107.04999999999998,47.05000000000001
106554705,5.0153666667,-106.54999999999998,47.04999999999999
106054705,4.9551009132,-106.04999999999998,47.05
105554705,4.9945157534,-105.55,47.05
105054705,4.96455,-105.05,47.05
104554705,4.9962607306,-104.54999999999998,47.04999999999999
104054705,4.8854216895,-104.05,47.05
103554705,4.8604703196,-103.55,47.04999999999998
103054705,4.6620166667,-103.04999999999998,47.05
102554705,4.7155182648,-102.54999999999998,47.05000000000001
102054705,4.5780700913,-102.04999999999998,47.05
101554705,4.5086374429,-101.54999999999998,47.04999999999999
101054705,4.4443703196,-101.04999999999998,47.05
100554705,4.354856621,-100.55,47.05
100054705,4.343993379,-100.04999999999998,47.05
99554705,4.3036527397,-99.55,47.04999999999999
99054705,4.2774737443,-99.05,47.050000000000004
98554705,4.2229673516,-98.54999999999998,47.05
98054705,4.1967239726,-98.04999999999998,47.05
97554705,4.1532189498,-97.54999999999998,47.05
97054705,4.0927050228,-97.04999999999998,47.05
96554705,4.0425118721,-96.54999999999998,47.050000000000004
96054705,4.0333892694,-96.05,47.05
95554705,4.1280723744,-95.54999999999998,47.05
95054705,4.1285477169,-95.04999999999998,47.05
94554705,4.1190431507,-94.54999999999998,47.05
94054705,4.00628379,-94.04999999999998,47.05
93554705,4.1644146119,-93.55,47.04999999999999
93054705,4.1602721461,-93.04999999999998,47.05
92554705,4.1545255708,-92.55,47.04999999999999
92054705,4.0778863014,-92.04999999999998,47.05
91554705,4.3017634703,-91.55,47.05
91054705,3.9402474886,-91.04999999999998,47.05
90554705,3.8543671233,-90.55,47.05
90054705,3.8795123288,-90.05,47.05
89554705,3.7727643836,-89.54999999999998,47.050000000000004
89054705,3.681760274,-89.04999999999998,47.05
88554705,3.9258666667,-88.54999999999998,47.05
88054705,3.8017728311,-88.04999999999998,47.05
87554705,3.6861746575,-87.54999999999998,47.05
69554705,3.9837655251,-69.55,47.05
69054705,4.1112954338,-69.04999999999998,47.05
68554705,3.9925575342,-68.55,47.05
68054705,4.0456127854,-68.04999999999998,47.05
124054655,2.9767974886,-124.05,46.54999999999998
123554655,2.9746187215,-123.54999999999998,46.54999999999998
123054655,3.1883771689,-123.05,46.54999999999999
122554655,3.0391221461,-122.55,46.54999999999998
122054655,3.5424876712,-122.05,46.54999999999998
121554655,3.9930910959,-121.55,46.54999999999999
121054655,5.0027776256,-121.04999999999998,46.54999999999998
120554655,5.3184342466,-120.55,46.54999999999998
120054655,5.4729938356,-120.04999999999998,46.54999999999998
119554655,5.2433205479,-119.55,46.54999999999998
119054655,5.3718952055,-119.04999999999998,46.54999999999998
118554655,5.2509746575,-118.55,46.54999999999998
118054655,5.0328878995,-118.05,46.54999999999998
117554655,5.038196347,-117.55,46.54999999999998
117054655,4.9172468037,-117.05,46.54999999999998
116554655,4.7443997717,-116.54999999999998,46.54999999999998
116054655,4.8520616438,-116.05,46.54999999999998
115554655,4.8695892694,-115.54999999999998,46.54999999999999
115054655,4.7002664384,-115.05,46.54999999999998
114554655,4.7922481735,-114.54999999999998,46.549999999999976
114054655,4.9064769406,-114.05,46.54999999999998
113554655,4.9443276256,-113.54999999999998,46.54999999999999
113054655,4.5471200913,-113.05,46.54999999999999
112554655,4.722719863,-112.54999999999998,46.549999999999976
112054655,5.0408006849,-112.05,46.54999999999999
111554655,4.6862452055,-111.54999999999998,46.54999999999998
111054655,4.7410271689,-111.05,46.54999999999999
110554655,4.8597593607,-110.54999999999998,46.54999999999998
110054655,5.1029141553,-110.04999999999998,46.54999999999998
109554655,4.9580143836,-109.55,46.54999999999999
109054655,5.046272831,-109.04999999999998,46.54999999999998
108554655,5.0122285388,-108.55,46.54999999999998
108054655,4.998703653,-108.04999999999998,46.54999999999998
107554655,5.1394630137,-107.54999999999998,46.54999999999998
107054655,5.0693303653,-107.04999999999998,46.54999999999998
106554655,5.0336004566,-106.54999999999998,46.54999999999998
106054655,4.9910687215,-106.04999999999998,46.54999999999998
105554655,4.9395009132,-105.55,46.55
105054655,4.8478742009,-105.05,46.54999999999998
104554655,4.9625666667,-104.54999999999998,46.54999999999999
104054655,5.0069360731,-104.05,46.54999999999998
103554655,4.9258041096,-103.54999999999998,46.550000000000004
103054655,4.8040038813,-103.04999999999998,46.55
102554655,4.7509789954,-102.54999999999998,46.54999999999998
102054655,4.6126152968,-102.04999999999998,46.550000000000004
101554655,4.6830413242,-101.54999999999998,46.54999999999998
101054655,4.5352319635,-101.04999999999998,46.54999999999999
100554655,4.3977819635,-100.55,46.54999999999998
100054655,4.3893705479,-100.04999999999998,46.54999999999998
99554655,4.3419812785,-99.55,46.54999999999999
99054655,4.3503223744,-99.05,46.54999999999999
98554655,4.28521621,-98.54999999999998,46.54999999999999
98054655,4.3124956621,-98.04999999999998,46.54999999999999
97554655,4.2994054795,-97.54999999999998,46.54999999999998
97054655,4.188680137,-97.05,46.54999999999999
96554655,4.1536630137,-96.55,46.54999999999998
96054655,4.1440657534,-96.05,46.54999999999998
95554655,4.0742682648,-95.55,46.54999999999998
95054655,4.0959442922,-95.04999999999998,46.54999999999998
94554655,4.2269652968,-94.54999999999998,46.54999999999998
94054655,3.9401394977,-94.04999999999998,46.54999999999999
93554655,4.0578575342,-93.54999999999998,46.550000000000004
93054655,4.1285159817,-93.04999999999998,46.54999999999998
92554655,4.0491294521,-92.54999999999998,46.54999999999998
92054655,3.9890518265,-92.04999999999998,46.54999999999998
91554655,4.0497285388,-91.55,46.55
91054655,3.9127785388,-91.04999999999998,46.54999999999999
90554655,4.0216125571,-90.55,46.55
90054655,3.8300075342,-90.04999999999998,46.54999999999999
89554655,3.8356954338,-89.54999999999998,46.54999999999998
89054655,3.8374335616,-89.05,46.54999999999998
88554655,3.9004022831,-88.54999999999998,46.54999999999998
88054655,3.9651472603,-88.04999999999998,46.54999999999998
87554655,3.8703385845,-87.54999999999998,46.54999999999998
87054655,3.5720847032,-87.05,46.54999999999998
86554655,3.4550789954,-86.54999999999998,46.54999999999998
86054655,3.754060274,-86.04999999999998,46.54999999999998
85554655,3.9212518265,-85.54999999999998,46.54999999999999
85054655,4.0144751142,-85.04999999999998,46.54999999999999
